computed,name,score,SpectraID
FALSE,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoic acid,0,AU225153
FALSE,Telmisartan,0,AU225154
FALSE,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoic acid,0,AU225154
FALSE,Telmisartan,0,AU225155
FALSE,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoic acid,0,AU225155
FALSE,Imidacloprid,0,AU303651
FALSE,"N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0,AU303651
FALSE,Acephate,0,AU311151
FALSE,N-[methoxy(methylsulfanyl)phosphoryl]acetamide,0,AU311151
FALSE,Bentazone,0,AU325851
FALSE,bentazon,0,AU325851
FALSE,"2,2-dioxo-3-propan-2-yl-1H-2$l^{6},1,3-benzothiadiazin-4-one",0,AU325851
FALSE,Bentazone,0,AU325852
FALSE,bentazon,0,AU325852
FALSE,"2,2-dioxo-3-propan-2-yl-1H-2$l^{6},1,3-benzothiadiazin-4-one",0,AU325852
FALSE,Bentazone,0,AU325853
FALSE,bentazon,0,AU325853
FALSE,"2,2-dioxo-3-propan-2-yl-1H-2$l^{6},1,3-benzothiadiazin-4-one",0,AU325853
FALSE,Bentazone,0,AU325854
FALSE,bentazon,0,AU325854
FALSE,"2,2-dioxo-3-propan-2-yl-1H-2$l^{6},1,3-benzothiadiazin-4-one",0,AU325854
FALSE,Diuron,0,AU341051
FALSE,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",0,AU341051
FALSE,Diuron,0,AU341052
FALSE,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",0,AU341052
FALSE,Diuron,0,AU341053
FALSE,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",0,AU341053
FALSE,Diuron,0,AU341054
FALSE,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",0,AU341054
FALSE,Fipronil,0,AU346451
FALSE,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile",0,AU346451
FALSE,Fipronil,0,AU346452
FALSE,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile",0,AU346452
FALSE,Fipronil,0,AU346453
FALSE,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile",0,AU346453
FALSE,Fipronil,0,AU346454
FALSE,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile",0,AU346454
FALSE,Fipronil,0,AU346455
FALSE,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile",0,AU346455
FALSE,Thifensulfuron-methyl,0,AU368851
FALSE,"methyl 3-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoylsulfamoyl]thiophene-2-carboxylate",0,AU368851
FALSE,Thifensulfuron-methyl,0,AU368852
FALSE,"methyl 3-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoylsulfamoyl]thiophene-2-carboxylate",0,AU368852
FALSE,Thifensulfuron-methyl,0,AU368853
FALSE,"methyl 3-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoylsulfamoyl]thiophene-2-carboxylate",0,AU368853
FALSE,Diuron-desmonomethyl,0,AU400151
FALSE,Monomethyldiuron,0,AU400151
FALSE,"1-(3,4-dichlorophenyl)-3-methylurea",0,AU400151
FALSE,Diuron-desmonomethyl,0,AU400152
FALSE,Monomethyldiuron,0,AU400152
FALSE,"1-(3,4-dichlorophenyl)-3-methylurea",0,AU400152
FALSE,Diuron-desmonomethyl,0,AU400153
FALSE,Monomethyldiuron,0,AU400153
FALSE,"1-(3,4-dichlorophenyl)-3-methylurea",0,AU400153
FALSE,Diuron-desmonomethyl,0,AU400154
FALSE,Monomethyldiuron,0,AU400154
FALSE,"1-(3,4-dichlorophenyl)-3-methylurea",0,AU400154
FALSE,Diuron-desdimethyl,0,AU400351
FALSE,"1-(3,4-Dichlorophenyl)urea",0,AU400351
FALSE,"(3,4-dichlorophenyl)urea",0,AU400351
FALSE,Diuron-desdimethyl,0,AU400352
FALSE,"1-(3,4-Dichlorophenyl)urea",0,AU400352
FALSE,"(3,4-dichlorophenyl)urea",0,AU400352
FALSE,1-Chlorobenzotriazole,0,AU405551
FALSE,1-Chlorobenzotriazole,0,AU405552
FALSE,1-Chlorobenzotriazole,0,AU405553
FALSE,2-Hydroxybenzothiazole,0,AU405951
FALSE,Benzothiazolone,0,AU405951
FALSE,"3H-1,3-benzothiazol-2-one",0,AU405951
FALSE,2-Hydroxybenzothiazole,0,AU405952
FALSE,Benzothiazolone,0,AU405952
FALSE,"3H-1,3-benzothiazol-2-one",0,AU405952
FALSE,"11,12-EET",0,UT000001
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000001
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000001
FALSE,(+-)11(12)-EpETrE,0,UT000001
FALSE,"11,12-EET",0,UT000002
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000002
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000002
FALSE,(+-)11(12)-EpETrE,0,UT000002
FALSE,"11,12-EET",0,UT000003
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000003
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000003
FALSE,(+-)11(12)-EpETrE,0,UT000003
FALSE,"11,12-EET",0,UT000004
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000004
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000004
FALSE,(+-)11(12)-EpETrE,0,UT000004
FALSE,"11,12-EET",0,UT000005
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000005
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000005
FALSE,(+-)11(12)-EpETrE,0,UT000005
FALSE,"11,12-EET",0,UT000006
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000006
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000006
FALSE,(+-)11(12)-EpETrE,0,UT000006
FALSE,"11,12-EET",0,UT000007
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000007
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000007
FALSE,(+-)11(12)-EpETrE,0,UT000007
FALSE,"11,12-EET",0,UT000008
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000008
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000008
FALSE,(+-)11(12)-EpETrE,0,UT000008
FALSE,"11,12-EET",0,UT000009
FALSE,"11,12-epoxy-5Z,8Z,14Z-eicosatrienoic acid",0,UT000009
FALSE,"(5Z,8Z,11R,12S,14Z)-11,12-Epoxy-5,8,14-icosatrienoic acid",0,UT000009
FALSE,(+-)11(12)-EpETrE,0,UT000009
FALSE,"12,13-EODE",0,UT000010
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000010
FALSE,(+-)12(13)-EpOME,0,UT000010
FALSE,"12,14-EODE",0,UT000010
FALSE,"12,13-EODE",0,UT000011
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000011
FALSE,(+-)12(13)-EpOME,0,UT000011
FALSE,"12,14-EODE",0,UT000011
FALSE,"12,13-EODE",0,UT000012
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000012
FALSE,(+-)12(13)-EpOME,0,UT000012
FALSE,"12,14-EODE",0,UT000012
FALSE,"12,13-EODE",0,UT000013
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000013
FALSE,(+-)12(13)-EpOME,0,UT000013
FALSE,"12,14-EODE",0,UT000013
FALSE,"12,13-EODE",0,UT000014
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000014
FALSE,(+-)12(13)-EpOME,0,UT000014
FALSE,"12,14-EODE",0,UT000014
FALSE,"12,13-EODE",0,UT000015
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000015
FALSE,(+-)12(13)-EpOME,0,UT000015
FALSE,"12,14-EODE",0,UT000015
FALSE,"12,13-EODE",0,UT000016
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000016
FALSE,(+-)12(13)-EpOME,0,UT000016
FALSE,"12,14-EODE",0,UT000016
FALSE,"12,13-EODE",0,UT000017
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000017
FALSE,(+-)12(13)-EpOME,0,UT000017
FALSE,"12,14-EODE",0,UT000017
FALSE,"12,13-EODE",0,UT000018
FALSE,"12,13-epoxy-9Z-octadecenoic acid",0,UT000018
FALSE,(+-)12(13)-EpOME,0,UT000018
FALSE,"12,14-EODE",0,UT000018
FALSE,12-HEPE,0,UT000019
FALSE,"12-hydroxy-5Z,8Z,10E,14Z,17Z-eicosapentaenoic acid",0,UT000019
FALSE,"(5Z,8Z,10E,12S,14Z,17Z)-12-Hydroxy-5,8,10,14,17-icosapentaenoic acid",0,UT000019
FALSE,(+-)12-HEPE,0,UT000019
FALSE,12-HEPE,0,UT000020
FALSE,"12-hydroxy-5Z,8Z,10E,14Z,17Z-eicosapentaenoic acid",0,UT000020
FALSE,"(5Z,8Z,10E,12S,14Z,17Z)-12-Hydroxy-5,8,10,14,17-icosapentaenoic acid",0,UT000020
FALSE,(+-)12-HEPE,0,UT000020
FALSE,12-HEPE,0,UT000021
FALSE,"12-hydroxy-5Z,8Z,10E,14Z,17Z-eicosapentaenoic acid",0,UT000021
FALSE,"(5Z,8Z,10E,12S,14Z,17Z)-12-Hydroxy-5,8,10,14,17-icosapentaenoic acid",0,UT000021
FALSE,(+-)12-HEPE,0,UT000021
FALSE,12-HEPE,0,UT000022
